类型,母序列,子序列,采样点,关联系数
铅钡,Al2O3,SiO2,33,0.8835012059
铅钡,Al2O3,SiO2,34,0.9541475485
铅钡,Al2O3,SiO2,35,0.8834074269
铅钡,Al2O3,SiO2,36,0.944698034
铅钡,Al2O3,SiO2,37,0.9248366293
铅钡,Al2O3,SiO2,38,0.9859872437
铅钡,Al2O3,SiO2,39,0.9485951903
铅钡,Al2O3,SiO2,40,0.9703194491
铅钡,Al2O3,SiO2,41,0.9583891567
铅钡,Al2O3,SiO2,42未风化点1,0.9656499438
铅钡,Al2O3,SiO2,42未风化点2,0.9784642371
铅钡,Al2O3,SiO2,43部位1,0.9715551562
铅钡,Al2O3,SiO2,43部位2,0.9641792709
铅钡,Al2O3,SiO2,44未风化点,0.8385323966
铅钡,Al2O3,SiO2,45,0.9794293783
铅钡,Al2O3,SiO2,46,0.9891851516
铅钡,Al2O3,SiO2,47,0.9529656477
铅钡,Al2O3,SiO2,48,0.8073458508
铅钡,Al2O3,SiO2,49,0.9317238353
铅钡,Al2O3,SiO2,49未风化点,0.9645604059
铅钡,Al2O3,SiO2,50,0.9958815411
铅钡,Al2O3,SiO2,50未风化点,0.9982699552
铅钡,Al2O3,SiO2,51部位1,0.9253952058
铅钡,Al2O3,SiO2,51部位2,0.9870904949
铅钡,Al2O3,SiO2,52,0.9666239427
铅钡,Al2O3,SiO2,53未风化点,0.9991830962
铅钡,Al2O3,SiO2,54,0.9468087179
铅钡,Al2O3,SiO2,54严重风化点,0.9471139219
铅钡,Al2O3,SiO2,55,0.9195971251
铅钡,Al2O3,SiO2,56,0.9762744995
铅钡,Al2O3,SiO2,57,0.9946604568
铅钡,Al2O3,SiO2,58,0.9828569093
铅钡,Al2O3,Na2O,02,0.8632491241
铅钡,Al2O3,Na2O,08,0.9647682265
铅钡,Al2O3,Na2O,08严重风化点,0.97074934
铅钡,Al2O3,Na2O,11,0.9310957383
铅钡,Al2O3,Na2O,19,0.9103835715
铅钡,Al2O3,Na2O,20,0.8690819501
铅钡,Al2O3,Na2O,23未风化点,0.5400768005
铅钡,Al2O3,Na2O,24,0.9583500555
铅钡,Al2O3,Na2O,25未风化点,0.8287508388
铅钡,Al2O3,Na2O,26,0.9815973088
铅钡,Al2O3,Na2O,26严重风化点,0.9689211653
铅钡,Al2O3,Na2O,28未风化点,0.8851010819
铅钡,Al2O3,Na2O,29未风化点,0.772855272
铅钡,Al2O3,Na2O,30部位1,0.8927805251
铅钡,Al2O3,Na2O,30部位2,0.9037583736
铅钡,Al2O3,Na2O,31,0.9210940864
铅钡,Al2O3,Na2O,32,0.939107866
铅钡,Al2O3,Na2O,33,0.9393528109
铅钡,Al2O3,Na2O,34,0.9575856089
铅钡,Al2O3,Na2O,35,0.9621906697
铅钡,Al2O3,Na2O,36,0.8299910552
铅钡,Al2O3,Na2O,37,0.9303741369
铅钡,Al2O3,Na2O,38,0.9230851548
铅钡,Al2O3,Na2O,39,0.9869774628
铅钡,Al2O3,Na2O,40,0.9883317291
铅钡,Al2O3,Na2O,41,0.9159403998
铅钡,Al2O3,Na2O,42未风化点1,0.6461799973
铅钡,Al2O3,Na2O,42未风化点2,0.6749195763
铅钡,Al2O3,Na2O,43部位1,0.9418093056
铅钡,Al2O3,Na2O,43部位2,0.9140806017
铅钡,Al2O3,Na2O,44未风化点,0.9929032608
铅钡,Al2O3,Na2O,45,0.8620951637
铅钡,Al2O3,Na2O,46,0.8831476745
铅钡,Al2O3,Na2O,47,0.6949219815
铅钡,Al2O3,Na2O,48,0.7762438332
铅钡,Al2O3,Na2O,49,0.8705524935
铅钡,Al2O3,Na2O,49未风化点,0.8476052391
铅钡,Al2O3,Na2O,50,0.9512623345
铅钡,Al2O3,Na2O,50未风化点,0.8970054355
铅钡,Al2O3,Na2O,51部位1,0.8732967472
铅钡,Al2O3,Na2O,51部位2,0.9354489626
铅钡,Al2O3,Na2O,52,0.9054194835
铅钡,Al2O3,Na2O,53未风化点,0.8522853609
铅钡,Al2O3,Na2O,54,0.8972289071
铅钡,Al2O3,Na2O,54严重风化点,0.9085462484
铅钡,Al2O3,Na2O,55,0.7910353818
铅钡,Al2O3,Na2O,56,0.9517651216
铅钡,Al2O3,Na2O,57,0.9435365104
铅钡,Al2O3,Na2O,58,0.9115356769
铅钡,Al2O3,K2O,02,0.6865238192
铅钡,Al2O3,K2O,08,0.9647682265
铅钡,Al2O3,K2O,08严重风化点,0.97074934
铅钡,Al2O3,K2O,11,0.9542897284
铅钡,Al2O3,K2O,19,0.9103835715
铅钡,Al2O3,K2O,20,0.7906449006
铅钡,Al2O3,K2O,23未风化点,0.9627050786
铅钡,Al2O3,K2O,24,0.9583500555
铅钡,Al2O3,K2O,25未风化点,0.9505091489
铅钡,Al2O3,K2O,26,0.9815973088
铅钡,Al2O3,K2O,26严重风化点,0.8323847022
铅钡,Al2O3,K2O,28未风化点,0.9790086881
铅钡,Al2O3,K2O,29未风化点,0.8187531128
铅钡,Al2O3,K2O,30部位1,0.586073418
铅钡,Al2O3,K2O,30部位2,0.9037583736
铅钡,Al2O3,K2O,31,0.9210940864
铅钡,Al2O3,K2O,32,0.9460175953
铅钡,Al2O3,K2O,33,0.9783613197
铅钡,Al2O3,K2O,34,0.9081891035
铅钡,Al2O3,K2O,35,0.9621906697
铅钡,Al2O3,K2O,36,0.9642534333
铅钡,Al2O3,K2O,37,0.9444584337
铅钡,Al2O3,K2O,38,0.933993372
铅钡,Al2O3,K2O,39,0.9869774628
铅钡,Al2O3,K2O,40,0.9883317291
铅钡,Al2O3,K2O,41,0.8582576147
铅钡,Al2O3,K2O,42未风化点1,0.9908156757
铅钡,Al2O3,K2O,42未风化点2,0.9545444439
铅钡,Al2O3,K2O,43部位1,0.9418093056
铅钡,Al2O3,K2O,43部位2,0.9140806017
铅钡,Al2O3,K2O,44未风化点,0.8102022746
铅钡,Al2O3,K2O,45,0.9314728306
铅钡,Al2O3,K2O,46,0.9870968076
铅钡,Al2O3,K2O,47,0.9220070875
铅钡,Al2O3,K2O,48,0.8400048456
铅钡,Al2O3,K2O,49,0.8705524935
铅钡,Al2O3,K2O,49未风化点,0.9963349288
铅钡,Al2O3,K2O,50,0.9512623345
铅钡,Al2O3,K2O,50未风化点,0.8970054355
铅钡,Al2O3,K2O,51部位1,0.8732967472
铅钡,Al2O3,K2O,51部位2,0.9354489626
铅钡,Al2O3,K2O,52,0.9694427979
铅钡,Al2O3,K2O,53未风化点,0.906617237
铅钡,Al2O3,K2O,54,0.9328912863
铅钡,Al2O3,K2O,54严重风化点,0.9085462484
铅钡,Al2O3,K2O,55,0.9619336713
铅钡,Al2O3,K2O,56,0.9517651216
铅钡,Al2O3,K2O,57,0.9435365104
铅钡,Al2O3,K2O,58,0.9081247126
铅钡,Al2O3,CaO,02,0.9595341751
铅钡,Al2O3,CaO,08,0.9656013246
铅钡,Al2O3,CaO,08严重风化点,0.8873458097
铅钡,Al2O3,CaO,11,0.9099335918
铅钡,Al2O3,CaO,19,0.956265627
铅钡,Al2O3,CaO,20,0.8690819501
铅钡,Al2O3,CaO,23未风化点,0.9862888805
铅钡,Al2O3,CaO,24,0.9802841869
铅钡,Al2O3,CaO,25未风化点,0.9796508282
铅钡,Al2O3,CaO,26,0.9511058006
铅钡,Al2O3,CaO,26严重风化点,0.8960003347
铅钡,Al2O3,CaO,28未风化点,0.9405137732
铅钡,Al2O3,CaO,29未风化点,0.800351553
铅钡,Al2O3,CaO,30部位1,0.9077943724
铅钡,Al2O3,CaO,30部位2,0.9068174897
铅钡,Al2O3,CaO,31,0.9938541456
铅钡,Al2O3,CaO,32,0.9597026101
铅钡,Al2O3,CaO,33,0.9682696931
铅钡,Al2O3,CaO,34,0.9944847939
铅钡,Al2O3,CaO,35,0.9799903812
铅钡,Al2O3,CaO,36,0.9752694975
铅钡,Al2O3,CaO,37,0.9702852154
铅钡,Al2O3,CaO,38,0.9644208322
铅钡,Al2O3,CaO,39,0.9610135953
铅钡,Al2O3,CaO,40,0.9261745506
铅钡,Al2O3,CaO,41,0.8671216064
铅钡,Al2O3,CaO,42未风化点1,0.9451050742
铅钡,Al2O3,CaO,42未风化点2,0.8646999782
铅钡,Al2O3,CaO,43部位1,0.8353255282
铅钡,Al2O3,CaO,43部位2,0.8179605462
铅钡,Al2O3,CaO,44未风化点,0.8029782646
铅钡,Al2O3,CaO,45,0.9120620377
铅钡,Al2O3,CaO,46,0.8831476745
铅钡,Al2O3,CaO,47,0.9605603637
铅钡,Al2O3,CaO,48,0.8075978288
铅钡,Al2O3,CaO,49,0.9281240354
铅钡,Al2O3,CaO,49未风化点,0.928963577
铅钡,Al2O3,CaO,50,0.904278772
铅钡,Al2O3,CaO,50未风化点,0.9626578909
铅钡,Al2O3,CaO,51部位1,0.9695786079
铅钡,Al2O3,CaO,51部位2,0.8442705883
铅钡,Al2O3,CaO,52,0.9260407182
铅钡,Al2O3,CaO,53未风化点,0.8858730655
铅钡,Al2O3,CaO,54,0.959190641
铅钡,Al2O3,CaO,54严重风化点,0.9085462484
铅钡,Al2O3,CaO,55,0.9850439114
铅钡,Al2O3,CaO,56,0.9920137225
铅钡,Al2O3,CaO,57,0.9961596436
铅钡,Al2O3,CaO,58,0.9302832469
铅钡,Al2O3,MgO,02,0.9743124503
铅钡,Al2O3,MgO,08,0.9647682265
铅钡,Al2O3,MgO,08严重风化点,0.97074934
铅钡,Al2O3,MgO,11,0.9646659374
铅钡,Al2O3,MgO,19,0.9946689301
铅钡,Al2O3,MgO,20,0.8690819501
铅钡,Al2O3,MgO,23未风化点,0.9329298231
铅钡,Al2O3,MgO,24,0.9583500555
铅钡,Al2O3,MgO,25未风化点,0.9505091489
铅钡,Al2O3,MgO,26,0.9815973088
铅钡,Al2O3,MgO,26严重风化点,0.9689211653
铅钡,Al2O3,MgO,28未风化点,0.9741199039
铅钡,Al2O3,MgO,29未风化点,0.8602721785
铅钡,Al2O3,MgO,30部位1,0.9679316411
铅钡,Al2O3,MgO,30部位2,0.9746277209
铅钡,Al2O3,MgO,31,0.949340264
铅钡,Al2O3,MgO,32,0.939107866
铅钡,Al2O3,MgO,33,0.9159023992
铅钡,Al2O3,MgO,34,0.9575856089
铅钡,Al2O3,MgO,35,0.9621906697
铅钡,Al2O3,MgO,36,0.9580951044
铅钡,Al2O3,MgO,37,0.9303741369
铅钡,Al2O3,MgO,38,0.933993372
铅钡,Al2O3,MgO,39,0.9869774628
铅钡,Al2O3,MgO,40,0.9883317291
铅钡,Al2O3,MgO,41,0.7476451038
铅钡,Al2O3,MgO,42未风化点1,0.931746663
铅钡,Al2O3,MgO,42未风化点2,0.9754638999
铅钡,Al2O3,MgO,43部位1,0.9282961326
铅钡,Al2O3,MgO,43部位2,0.9483179112
铅钡,Al2O3,MgO,44未风化点,0.7398253786
铅钡,Al2O3,MgO,45,0.979046453
铅钡,Al2O3,MgO,46,0.8851375325
铅钡,Al2O3,MgO,47,0.9895321315
铅钡,Al2O3,MgO,48,0.8807656573
铅钡,Al2O3,MgO,49,0.9243566028
铅钡,Al2O3,MgO,49未风化点,0.9919260715
铅钡,Al2O3,MgO,50,0.9789194096
铅钡,Al2O3,MgO,50未风化点,0.9712226775
铅钡,Al2O3,MgO,51部位1,0.9603653302
铅钡,Al2O3,MgO,51部位2,0.8632829465
铅钡,Al2O3,MgO,52,0.9488839004
铅钡,Al2O3,MgO,53未风化点,0.989225959
铅钡,Al2O3,MgO,54,0.9207999889
铅钡,Al2O3,MgO,54严重风化点,0.9319001783
铅钡,Al2O3,MgO,55,0.9619336713
铅钡,Al2O3,MgO,56,0.9517651216
铅钡,Al2O3,MgO,57,0.9435365104
铅钡,Al2O3,MgO,58,0.9744663089
铅钡,Al2O3,Fe2O3,02,0.8857510215
铅钡,Al2O3,Fe2O3,08,0.9647682265
铅钡,Al2O3,Fe2O3,08严重风化点,0.97074934
铅钡,Al2O3,Fe2O3,11,0.9310957383
铅钡,Al2O3,Fe2O3,19,0.9036073215
铅钡,Al2O3,Fe2O3,20,0.9238555962
铅钡,Al2O3,Fe2O3,23未风化点,0.9627050786
铅钡,Al2O3,Fe2O3,24,0.9583500555
铅钡,Al2O3,Fe2O3,25未风化点,0.8423164535
铅钡,Al2O3,Fe2O3,26,0.9815973088
铅钡,Al2O3,Fe2O3,26严重风化点,0.9689211653
铅钡,Al2O3,Fe2O3,28未风化点,0.9379462343
铅钡,Al2O3,Fe2O3,29未风化点,0.7863320488
铅钡,Al2O3,Fe2O3,30部位1,0.8280406228
铅钡,Al2O3,Fe2O3,30部位2,0.7589930737
铅钡,Al2O3,Fe2O3,31,0.6151631267
铅钡,Al2O3,Fe2O3,32,0.9182412878
铅钡,Al2O3,Fe2O3,33,0.9393528109
铅钡,Al2O3,Fe2O3,34,0.9734258162
铅钡,Al2O3,Fe2O3,35,0.9872629233
铅钡,Al2O3,Fe2O3,36,0.9954542864
铅钡,Al2O3,Fe2O3,37,0.9303741369
铅钡,Al2O3,Fe2O3,38,0.9749943655
铅钡,Al2O3,Fe2O3,39,0.9869774628
铅钡,Al2O3,Fe2O3,40,0.9839471117
铅钡,Al2O3,Fe2O3,41,0.8440545737
铅钡,Al2O3,Fe2O3,42未风化点1,0.9113050226
铅钡,Al2O3,Fe2O3,42未风化点2,0.8646999782
铅钡,Al2O3,Fe2O3,43部位1,0.948019079
铅钡,Al2O3,Fe2O3,43部位2,0.8925117074
铅钡,Al2O3,Fe2O3,44未风化点,0.8116075354
铅钡,Al2O3,Fe2O3,45,0.8786230834
铅钡,Al2O3,Fe2O3,46,0.8831476745
铅钡,Al2O3,Fe2O3,47,0.9222734774
铅钡,Al2O3,Fe2O3,48,0.820740517
铅钡,Al2O3,Fe2O3,49,0.7841109568
铅钡,Al2O3,Fe2O3,49未风化点,0.9842484806
铅钡,Al2O3,Fe2O3,50,1
铅钡,Al2O3,Fe2O3,50未风化点,0.8970054355
铅钡,Al2O3,Fe2O3,51部位1,0.9631207364
铅钡,Al2O3,Fe2O3,51部位2,0.9962167927
铅钡,Al2O3,Fe2O3,52,0.9971971701
铅钡,Al2O3,Fe2O3,53未风化点,0.8564744469
铅钡,Al2O3,Fe2O3,54,0.8972289071
铅钡,Al2O3,Fe2O3,54严重风化点,0.9085462484
铅钡,Al2O3,Fe2O3,55,0.9619336713
铅钡,Al2O3,Fe2O3,56,0.9517651216
铅钡,Al2O3,Fe2O3,57,0.9435365104
铅钡,Al2O3,Fe2O3,58,0.9660967007
铅钡,Al2O3,CuO,02,0.8738757628
铅钡,Al2O3,CuO,08,0.6552588307
铅钡,Al2O3,CuO,08严重风化点,0.8782605321
铅钡,Al2O3,CuO,11,0.8391200306
铅钡,Al2O3,CuO,19,0.9171327151
铅钡,Al2O3,CuO,20,0.9033737042
铅钡,Al2O3,CuO,23未风化点,0.891361194
铅钡,Al2O3,CuO,24,0.7074525429
铅钡,Al2O3,CuO,25未风化点,0.9928163902
铅钡,Al2O3,CuO,26,0.644100008
铅钡,Al2O3,CuO,26严重风化点,0.8608865083
铅钡,Al2O3,CuO,28未风化点,0.899333021
铅钡,Al2O3,CuO,29未风化点,0.736706666
铅钡,Al2O3,CuO,30部位1,0.8927805251
铅钡,Al2O3,CuO,30部位2,0.9037583736
铅钡,Al2O3,CuO,31,0.9417735799
铅钡,Al2O3,CuO,32,0.9443935097
铅钡,Al2O3,CuO,33,0.9623728841
铅钡,Al2O3,CuO,34,0.9651202177
铅钡,Al2O3,CuO,35,0.9702838018
铅钡,Al2O3,CuO,36,0.9931517092
铅钡,Al2O3,CuO,37,0.9200761457
铅钡,Al2O3,CuO,38,0.9698190218
铅钡,Al2O3,CuO,39,0.9679550528
铅钡,Al2O3,CuO,40,0.9883317291
铅钡,Al2O3,CuO,41,0.9246588456
铅钡,Al2O3,CuO,42未风化点1,0.9560645848
铅钡,Al2O3,CuO,42未风化点2,0.9909804392
铅钡,Al2O3,CuO,43部位1,0.8151969373
铅钡,Al2O3,CuO,43部位2,0.9879626065
铅钡,Al2O3,CuO,44未风化点,0.7528005874
铅钡,Al2O3,CuO,45,0.9013644
铅钡,Al2O3,CuO,46,0.9169305993
铅钡,Al2O3,CuO,47,0.9532340768
铅钡,Al2O3,CuO,48,0.72551759
铅钡,Al2O3,CuO,49,0.9002763793
铅钡,Al2O3,CuO,49未风化点,0.8654909162
铅钡,Al2O3,CuO,50,0.9914631205
铅钡,Al2O3,CuO,50未风化点,0.9285959443
铅钡,Al2O3,CuO,51部位1,0.9338289484
铅钡,Al2O3,CuO,51部位2,0.9724120658
铅钡,Al2O3,CuO,52,0.9949976917
铅钡,Al2O3,CuO,53未风化点,0.8784875104
铅钡,Al2O3,CuO,54,0.9349520087
铅钡,Al2O3,CuO,54严重风化点,0.9727071836
铅钡,Al2O3,CuO,55,0.9943878028
铅钡,Al2O3,CuO,56,0.9921841517
铅钡,Al2O3,CuO,57,0.9983745435
铅钡,Al2O3,CuO,58,0.9335718979
铅钡,Al2O3,PbO,02,0.9866010425
铅钡,Al2O3,PbO,08,0.9526699392
铅钡,Al2O3,PbO,08严重风化点,0.9366979728
铅钡,Al2O3,PbO,11,0.9978545671
铅钡,Al2O3,PbO,19,0.9699885876
铅钡,Al2O3,PbO,20,0.8910743533
铅钡,Al2O3,PbO,23未风化点,0.9884032688
铅钡,Al2O3,PbO,24,0.9577218647
铅钡,Al2O3,PbO,25未风化点,0.9578867023
铅钡,Al2O3,PbO,26,0.9345377364
铅钡,Al2O3,PbO,26严重风化点,0.9452594143
铅钡,Al2O3,PbO,28未风化点,0.9280954323
铅钡,Al2O3,PbO,29未风化点,0.735350739
铅钡,Al2O3,PbO,30部位1,0.9996669907
铅钡,Al2O3,PbO,30部位2,0.9926787637
铅钡,Al2O3,PbO,31,0.9660640982
铅钡,Al2O3,PbO,32,0.9955193041
铅钡,Al2O3,PbO,33,0.9850118335
铅钡,Al2O3,PbO,34,0.9120134858
铅钡,Al2O3,PbO,35,0.9740329483
铅钡,Al2O3,PbO,36,0.9242610043
铅钡,Al2O3,PbO,37,0.9782897977
铅钡,Al2O3,PbO,38,0.9271925296
铅钡,Al2O3,PbO,39,0.8533951365
铅钡,Al2O3,PbO,40,0.8324934145
铅钡,Al2O3,PbO,41,0.9600857072
铅钡,Al2O3,PbO,42未风化点1,0.9703893317
铅钡,Al2O3,PbO,42未风化点2,0.9132156249
铅钡,Al2O3,PbO,43部位1,0.8931800013
铅钡,Al2O3,PbO,43部位2,0.9603600605
铅钡,Al2O3,PbO,44未风化点,0.7632943729
铅钡,Al2O3,PbO,45,0.9180063585
铅钡,Al2O3,PbO,46,0.9476790719
铅钡,Al2O3,PbO,47,0.9933296661
铅钡,Al2O3,PbO,48,0.7516796534
铅钡,Al2O3,PbO,49,0.9575580966
铅钡,Al2O3,PbO,49未风化点,0.9013067681
铅钡,Al2O3,PbO,50,0.9244309075
铅钡,Al2O3,PbO,50未风化点,0.9790971358
铅钡,Al2O3,PbO,51部位1,0.9782740514
铅钡,Al2O3,PbO,51部位2,0.9204801754
铅钡,Al2O3,PbO,52,0.8993579417
铅钡,Al2O3,PbO,53未风化点,0.8882061932
铅钡,Al2O3,PbO,54,0.9492772247
铅钡,Al2O3,PbO,54严重风化点,0.928955996
铅钡,Al2O3,PbO,55,0.9437750686
铅钡,Al2O3,PbO,56,0.9311815084
铅钡,Al2O3,PbO,57,0.9289381642
铅钡,Al2O3,PbO,58,0.9787300088
铅钡,Al2O3,BaO,02,0.8632491241
铅钡,Al2O3,BaO,08,0.790345632
铅钡,Al2O3,BaO,08严重风化点,0.7900554299
铅钡,Al2O3,BaO,11,0.9376945524
铅钡,Al2O3,BaO,19,0.9555635105
铅钡,Al2O3,BaO,20,0.9288548816
铅钡,Al2O3,BaO,23未风化点,0.930220966
铅钡,Al2O3,BaO,24,0.8265897447
铅钡,Al2O3,BaO,25未风化点,0.9890128063
铅钡,Al2O3,BaO,26,0.7734301612
铅钡,Al2O3,BaO,26严重风化点,0.7629641428
铅钡,Al2O3,BaO,28未风化点,0.916929729
铅钡,Al2O3,BaO,29未风化点,0.7258057537
铅钡,Al2O3,BaO,30部位1,0.9801943594
铅钡,Al2O3,BaO,30部位2,0.9940182949
铅钡,Al2O3,BaO,31,0.9501496981
铅钡,Al2O3,BaO,32,0.9828321328
铅钡,Al2O3,BaO,33,0.970778524
铅钡,Al2O3,BaO,34,0.9511091039
铅钡,Al2O3,BaO,35,0.9857406261
铅钡,Al2O3,BaO,36,0.943381403
铅钡,Al2O3,BaO,37,0.9764087129
铅钡,Al2O3,BaO,38,0.9775293803
铅钡,Al2O3,BaO,39,0.9474040132
铅钡,Al2O3,BaO,40,0.9507879262
铅钡,Al2O3,BaO,41,0.9984092888
铅钡,Al2O3,BaO,42未风化点1,0.9970763325
铅钡,Al2O3,BaO,42未风化点2,0.9516080995
铅钡,Al2O3,BaO,43部位1,0.9924536615
铅钡,Al2O3,BaO,43部位2,0.9413102976
铅钡,Al2O3,BaO,44未风化点,0.7686412188
铅钡,Al2O3,BaO,45,0.9692269042
铅钡,Al2O3,BaO,46,0.9665049018
铅钡,Al2O3,BaO,47,0.9960702329
铅钡,Al2O3,BaO,48,0.7648976658
铅钡,Al2O3,BaO,49,0.9178690824
铅钡,Al2O3,BaO,49未风化点,0.8778706138
铅钡,Al2O3,BaO,50,0.9214602892
铅钡,Al2O3,BaO,50未风化点,0.9483709434
铅钡,Al2O3,BaO,51部位1,0.9449107662
铅钡,Al2O3,BaO,51部位2,0.9354489626
铅钡,Al2O3,BaO,52,0.951497826
铅钡,Al2O3,BaO,53未风化点,0.9256631113
铅钡,Al2O3,BaO,54,0.9558384453
铅钡,Al2O3,BaO,54严重风化点,0.9085462484
铅钡,Al2O3,BaO,55,0.9650422815
铅钡,Al2O3,BaO,56,0.9108101179
铅钡,Al2O3,BaO,57,0.9035712621
铅钡,Al2O3,BaO,58,0.9778131927
铅钡,Al2O3,P2O5,02,0.9541979608
铅钡,Al2O3,P2O5,08,0.9318485116
铅钡,Al2O3,P2O5,08严重风化点,0.8317343256
铅钡,Al2O3,P2O5,11,0.8232316585
铅钡,Al2O3,P2O5,19,0.8523116695
铅钡,Al2O3,P2O5,20,0.9748303048
铅钡,Al2O3,P2O5,23未风化点,0.9627050786
铅钡,Al2O3,P2O5,24,0.9623433982
铅钡,Al2O3,P2O5,25未风化点,0.9558480647
铅钡,Al2O3,P2O5,26,0.9287814793
铅钡,Al2O3,P2O5,26严重风化点,0.8670376123
铅钡,Al2O3,P2O5,28未风化点,0.9110379161
铅钡,Al2O3,P2O5,29未风化点,0.7221234368
铅钡,Al2O3,P2O5,30部位1,0.8927805251
铅钡,Al2O3,P2O5,30部位2,0.9408384666
铅钡,Al2O3,P2O5,31,0.965659434
铅钡,Al2O3,P2O5,32,0.9437678442
铅钡,Al2O3,P2O5,33,0.9429140283
铅钡,Al2O3,P2O5,34,0.9673261653
铅钡,Al2O3,P2O5,35,0.9743690126
铅钡,Al2O3,P2O5,36,0.9600865633
铅钡,Al2O3,P2O5,37,0.9711743068
铅钡,Al2O3,P2O5,38,0.9471258605
铅钡,Al2O3,P2O5,39,0.9791400527
铅钡,Al2O3,P2O5,40,0.9600993496
铅钡,Al2O3,P2O5,41,0.8790651378
铅钡,Al2O3,P2O5,42未风化点1,0.9133644769
铅钡,Al2O3,P2O5,42未风化点2,0.8646999782
铅钡,Al2O3,P2O5,43部位1,0.9418093056
铅钡,Al2O3,P2O5,43部位2,0.7683825362
铅钡,Al2O3,P2O5,44未风化点,0.7398253786
铅钡,Al2O3,P2O5,45,0.8786230834
铅钡,Al2O3,P2O5,46,0.8879986596
铅钡,Al2O3,P2O5,47,0.9249117175
铅钡,Al2O3,P2O5,48,0.7438786187
铅钡,Al2O3,P2O5,49,0.8380621174
铅钡,Al2O3,P2O5,49未风化点,0.955854087
铅钡,Al2O3,P2O5,50,0.8745295496
铅钡,Al2O3,P2O5,50未风化点,0.9260234848
铅钡,Al2O3,P2O5,51部位1,0.9057527029
铅钡,Al2O3,P2O5,51部位2,0.8331679767
铅钡,Al2O3,P2O5,52,0.8743539869
铅钡,Al2O3,P2O5,53未风化点,0.8564744469
铅钡,Al2O3,P2O5,54,0.9850133008
铅钡,Al2O3,P2O5,54严重风化点,0.7490761725
铅钡,Al2O3,P2O5,55,0.9720554895
铅钡,Al2O3,P2O5,56,0.9741839254
铅钡,Al2O3,P2O5,57,0.9435365104
铅钡,Al2O3,P2O5,58,0.8477330928
铅钡,Al2O3,SrO,02,0.9067764462
铅钡,Al2O3,SrO,08,0.934238925
铅钡,Al2O3,SrO,08严重风化点,0.8899941721
铅钡,Al2O3,SrO,11,0.9681432788
铅钡,Al2O3,SrO,19,0.9589275987
铅钡,Al2O3,SrO,20,0.8690819501
铅钡,Al2O3,SrO,23未风化点,0.9465555522
铅钡,Al2O3,SrO,24,0.8186737149
铅钡,Al2O3,SrO,25未风化点,0.9949382863
铅钡,Al2O3,SrO,26,0.8996252629
铅钡,Al2O3,SrO,26严重风化点,0.8710808096
铅钡,Al2O3,SrO,28未风化点,0.9134968178
铅钡,Al2O3,SrO,29未风化点,0.7551051334
铅钡,Al2O3,SrO,30部位1,0.9826434813
铅钡,Al2O3,SrO,30部位2,0.9684187265
铅钡,Al2O3,SrO,31,0.9992442217
铅钡,Al2O3,SrO,32,0.939107866
铅钡,Al2O3,SrO,33,0.9393528109
铅钡,Al2O3,SrO,34,0.9816283791
铅钡,Al2O3,SrO,35,0.9621906697
铅钡,Al2O3,SrO,36,0.9810935542
铅钡,Al2O3,SrO,37,0.9856955692
铅钡,Al2O3,SrO,38,0.9542498278
铅钡,Al2O3,SrO,39,0.8591406234
铅钡,Al2O3,SrO,40,0.8432920871
铅钡,Al2O3,SrO,41,0.9574867609
铅钡,Al2O3,SrO,42未风化点1,0.9962862136
铅钡,Al2O3,SrO,42未风化点2,0.8646999782
铅钡,Al2O3,SrO,43部位1,0.8895672734
铅钡,Al2O3,SrO,43部位2,0.9595275791
铅钡,Al2O3,SrO,44未风化点,0.7839588202
铅钡,Al2O3,SrO,45,0.9338538849
铅钡,Al2O3,SrO,46,0.9935743873
铅钡,Al2O3,SrO,47,0.8597632635
铅钡,Al2O3,SrO,48,0.7661896538
铅钡,Al2O3,SrO,49,0.9861256642
铅钡,Al2O3,SrO,49未风化点,0.9157553087
铅钡,Al2O3,SrO,50,0.8767724912
铅钡,Al2O3,SrO,50未风化点,0.9546472732
铅钡,Al2O3,SrO,51部位1,0.9699824597
铅钡,Al2O3,SrO,51部位2,0.9354489626
铅钡,Al2O3,SrO,52,0.9125131595
铅钡,Al2O3,SrO,53未风化点,0.9186470161
铅钡,Al2O3,SrO,54,0.8759442587
铅钡,Al2O3,SrO,54严重风化点,0.815828182
铅钡,Al2O3,SrO,55,0.9619336713
铅钡,Al2O3,SrO,56,0.9517651216
铅钡,Al2O3,SrO,57,0.9435365104
铅钡,Al2O3,SrO,58,0.973890034
铅钡,Al2O3,SnO2,02,0.8632491241
铅钡,Al2O3,SnO2,08,0.9647682265
铅钡,Al2O3,SnO2,08严重风化点,0.97074934
铅钡,Al2O3,SnO2,11,0.9310957383
铅钡,Al2O3,SnO2,19,0.9103835715
铅钡,Al2O3,SnO2,20,0.8690819501
铅钡,Al2O3,SnO2,23未风化点,0.9627050786
铅钡,Al2O3,SnO2,24,0.9583500555
铅钡,Al2O3,SnO2,25未风化点,0.9505091489
铅钡,Al2O3,SnO2,26,0.9815973088
铅钡,Al2O3,SnO2,26严重风化点,0.9689211653
铅钡,Al2O3,SnO2,28未风化点,0.786469304
铅钡,Al2O3,SnO2,29未风化点,0.7155710077
铅钡,Al2O3,SnO2,30部位1,0.6333643546
铅钡,Al2O3,SnO2,30部位2,0.6015000965
铅钡,Al2O3,SnO2,31,0.9210940864
